count,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22,a_23,a_24,a_25,a_26
1,-7.00,6.00,1.75,4.25,3.50,5.00,6.00,5.25,5.00,4.00,5.00,6.00,4.00,3.00,5.00,2.00,3.00,4.00,1.00,2.00,3.00,4.00,1.00,2.00,3.00,2.00,1.00,2.75
1,-5.25,2.25,1.31,3.56,2.63,1.00,3.13,3.94,2.31,3.25,3.63,1.81,1.06,2.00,3.19,4.25,3.31,1.50,3.00,2.06,3.75,1.94,3.44,1.63,4.19,2.94,2.13,1.69
3,-7.00,4.00,1.75,4.00,3.50,4.50,4.00,5.25,1.00,5.00,1.00,4.00,5.00,2.00,2.75,2.50,2.00,5.00,3.00,4.25,2.00,5.00,3.00,6.00,2.00,6.00,3.00,3.00
1,-9.33,3.33,7.00,5.67,4.67,6.67,3.33,2.33,4.33,5.33,2.00,1.00,3.00,4.00,4.33,2.67,1.67,3.00,6.00,5.00,6.33,7.67,8.33,7.33,6.33,5.00,6.00,3.67
1,-9.33,4.00,7.00,1.67,4.67,8.00,5.56,2.33,5.67,2.67,3.33,6.33,6.56,6.67,1.00,1.33,4.33,7.33,5.33,8.33,2.00,5.00,3.00,6.00,2.78,3.67,3.78,7.67
2,-14.00,4.00,7.00,11.00,7.00,8.00,4.00,7.00,8.00,5.00,8.00,11.00,5.00,9.00,1.00,6.00,9.00,12.00,10.00,13.00,2.00,5.00,3.00,6.00,9.00,6.00,10.00,3.00
1,-9.33,6.67,7.00,4.33,4.67,4.00,2.00,2.33,6.33,6.00,4.00,4.33,3.67,3.33,1.67,5.33,1.00,6.00,2.67,7.67,3.33,8.33,5.00,5.33,5.67,3.00,7.33,5.00
1,-7.00,3.00,1.75,4.21,3.50,6.00,3.27,5.25,5.60,2.00,4.65,2.87,3.75,5.00,4.25,1.00,5.13,2.81,4.00,2.75,4.19,1.87,4.13,2.35,3.25,1.40,3.73,2.79
1,-7.00,4.00,3.50,5.17,3.50,1.00,4.00,3.50,4.50,5.00,3.33,1.67,1.50,2.00,4.50,6.00,5.50,5.00,3.00,2.50,2.00,1.50,5.33,3.67,5.50,2.50,3.00,1.83
3,-9.33,2.00,2.33,4.33,4.67,4.00,2.00,7.00,6.33,6.00,4.00,4.33,8.33,3.33,6.33,5.33,1.00,6.00,7.33,3.00,3.33,8.33,5.00,5.33,1.00,3.00,7.33,5.00
1,-9.33,5.78,7.00,6.56,4.67,5.33,7.33,2.33,3.00,1.78,3.78,5.00,5.67,7.56,4.56,4.00,8.33,3.33,3.56,4.78,6.00,1.00,4.33,5.56,3.67,6.33,2.00,2.78
1,-9.33,2.67,2.33,5.00,4.67,5.33,7.33,7.00,7.67,4.89,3.78,6.56,1.00,4.44,3.00,4.00,3.67,3.33,6.67,6.33,6.00,5.67,2.78,5.56,8.33,1.67,2.00,4.33
1,-4.00,2.57,3.00,1.57,2.00,1.14,2.57,1.00,1.14,2.71,1.14,1.57,2.71,1.29,1.14,2.86,1.29,1.71,1.43,2.86,2.29,2.71,2.43,2.86,1.29,2.86,1.43,2.43
1,-7.00,5.00,2.75,1.75,3.50,3.00,3.50,4.25,1.75,1.00,3.50,4.25,1.75,6.00,5.25,4.00,1.75,3.50,2.00,1.75,3.50,5.25,2.75,3.50,5.25,5.25,3.50,5.25
2,-5.60,4.00,4.20,2.60,2.80,2.40,1.20,1.40,1.00,3.04,4.08,2.04,2.20,2.56,3.80,3.20,3.40,3.60,1.60,1.80,2.00,2.20,3.56,1.52,3.40,4.60,4.40,3.00
1,-14.00,4.00,10.50,7.50,7.00,8.00,11.00,3.50,4.50,12.00,1.00,7.50,8.50,2.00,4.50,6.00,5.50,5.00,10.00,9.50,9.00,8.50,6.50,13.00,5.50,9.50,3.00,6.50
2,-14.00,5.00,7.00,5.00,7.00,10.00,12.00,7.00,3.00,8.00,10.00,5.00,8.00,6.00,10.00,4.00,13.00,8.00,9.00,4.00,6.00,1.00,9.00,4.00,6.00,11.00,2.00,9.00
1,-7.00,2.00,1.75,2.00,3.50,4.00,2.00,5.25,4.00,6.00,4.00,2.00,4.25,1.00,4.00,3.00,2.75,6.00,5.00,3.00,1.00,4.25,5.00,3.00,2.75,3.00,5.00,5.00
3,-7.00,4.00,3.50,4.00,3.50,1.00,4.00,3.50,4.50,5.00,1.00,4.00,5.00,2.00,1.00,6.00,2.00,5.00,3.00,6.00,2.00,5.00,3.00,6.00,2.00,2.50,3.00,3.00
1,-4.67,3.00,2.92,2.42,2.33,3.67,1.83,1.75,3.08,2.00,1.33,1.25,1.42,2.67,3.08,1.00,3.25,3.17,1.67,1.58,1.50,1.42,3.42,3.33,3.25,1.58,2.83,2.25
1,-4.00,2.00,1.00,1.00,2.00,2.00,2.00,3.00,1.00,2.00,2.00,1.00,3.00,2.00,3.00,2.00,1.00,2.00,2.00,1.00,2.00,3.00,3.00,2.00,1.00,3.00,2.00,3.00
1,-7.00,6.00,2.92,1.92,3.50,5.00,4.83,4.08,3.25,4.00,3.83,5.42,2.25,3.00,4.42,2.00,2.42,2.83,1.00,2.58,4.17,4.58,1.58,3.17,4.75,3.75,2.17,5.08
1,-4.67,2.67,2.33,1.89,2.33,3.00,2.67,2.33,2.22,3.33,2.22,1.11,3.33,1.33,3.00,1.67,3.67,3.33,2.00,1.67,1.33,1.00,3.56,2.44,1.33,2.44,2.00,2.78
1,-7.00,3.00,2.45,1.25,3.50,6.00,3.70,4.55,4.25,2.00,2.50,4.75,1.65,5.00,4.95,1.00,3.25,4.10,4.00,2.05,2.90,3.75,2.25,4.50,5.35,2.75,3.30,5.75
1,-9.33,4.00,7.00,1.67,4.67,4.89,5.56,2.33,5.67,2.67,3.33,6.33,6.56,6.67,1.00,4.44,4.33,7.33,5.33,8.33,2.00,5.00,3.00,6.00,2.78,3.67,3.78,7.67
2,-7.00,2.00,3.50,5.50,3.50,4.00,2.00,3.50,4.00,6.00,4.00,5.50,2.50,1.00,4.00,3.00,4.50,6.00,5.00,3.00,1.00,2.50,1.50,3.00,4.50,3.00,5.00,1.50
3,-14.00,12.00,7.00,5.00,7.00,10.00,12.00,7.00,3.00,8.00,10.00,5.00,8.00,6.00,3.00,4.00,13.00,8.00,2.00,11.00,6.00,1.00,9.00,4.00,6.00,11.00,2.00,9.00
4,-7.00,1.00,5.25,1.00,3.50,2.00,1.00,1.75,2.00,3.00,2.00,1.00,3.00,4.00,2.00,5.00,4.00,3.00,6.00,5.00,4.00,3.00,6.00,5.00,4.00,5.00,6.00,6.00
1,-9.33,4.00,2.33,6.33,4.67,8.00,5.56,7.00,1.00,2.67,3.33,1.67,5.00,6.67,5.67,1.33,2.78,7.33,5.33,3.67,2.00,6.56,7.67,6.00,4.33,8.33,3.78,3.00
1,-4.00,2.00,1.00,2.00,2.00,1.00,2.00,3.00,1.00,3.00,1.00,2.00,2.00,1.00,1.00,3.00,1.00,3.00,2.00,3.00,1.00,3.00,2.00,3.00,2.00,3.00,2.00,2.00
1,-7.00,6.00,5.25,4.25,3.50,5.00,2.50,1.75,3.25,4.00,3.83,5.42,2.25,3.00,4.42,2.00,1.25,2.83,1.00,2.58,4.17,5.75,1.58,3.17,4.75,3.75,4.50,2.75
1,-5.60,4.40,4.20,3.00,2.80,3.20,1.60,1.40,4.60,2.00,3.20,3.00,3.40,3.60,4.60,2.40,2.20,2.00,1.20,1.00,3.60,3.40,2.60,2.40,2.20,1.00,4.00,2.60
1,-7.00,1.00,5.25,4.25,3.50,2.00,3.50,1.75,5.25,3.00,3.50,1.75,5.25,4.00,1.75,5.00,5.25,3.50,6.00,5.25,3.50,1.75,5.25,3.50,1.75,1.75,3.50,2.75
1,-5.60,3.60,4.20,4.30,2.80,1.60,3.60,1.40,2.30,2.40,3.00,2.20,1.00,3.20,3.00,4.00,1.80,1.00,2.00,2.60,4.60,3.80,3.40,2.60,4.60,3.30,2.00,1.30
1,-7.00,4.50,3.50,1.00,3.50,2.00,1.00,3.50,5.50,3.00,2.00,4.50,3.00,4.00,2.00,5.00,4.00,3.00,2.50,5.00,4.00,3.00,2.50,5.00,4.00,1.50,6.00,6.00
1,-7.00,6.00,1.75,2.50,3.50,5.00,2.50,5.25,2.38,4.00,3.25,4.25,2.25,3.00,5.00,2.00,3.00,2.25,1.00,2.00,4.75,4.00,2.75,3.75,4.75,4.63,4.50,4.50
1,-7.00,6.00,3.50,2.50,3.50,5.00,2.50,3.50,1.50,4.00,5.00,6.00,4.00,3.00,5.00,2.00,3.00,4.00,1.00,2.00,3.00,4.00,1.00,2.00,3.00,5.50,4.50,4.50
1,-11.20,4.00,4.20,8.20,5.60,8.00,6.80,7.00,1.00,6.40,5.20,5.40,5.00,4.80,3.80,3.20,3.40,9.20,7.20,7.40,2.00,7.80,5.80,6.00,6.20,10.20,4.40,3.00
1,-5.60,3.60,4.20,2.20,2.80,1.60,3.60,1.40,3.00,2.40,4.40,2.20,3.80,3.20,3.00,4.00,4.60,2.40,2.00,2.60,3.20,1.00,3.40,1.20,1.80,2.60,2.00,3.40
4,-7.00,4.00,5.25,4.00,3.50,1.00,4.00,1.75,1.00,5.00,2.75,4.00,5.00,2.00,1.00,6.00,2.00,5.00,3.00,6.00,2.00,5.00,3.00,4.25,2.00,6.00,3.00,3.00
1,-7.00,5.00,1.75,3.25,3.50,3.00,1.50,5.25,1.25,1.00,3.00,3.25,2.75,6.00,4.75,4.00,4.25,4.50,2.00,2.25,2.50,2.75,3.75,4.00,4.25,5.75,5.50,3.75
2,-7.00,5.00,3.50,1.50,3.50,3.00,5.00,3.50,3.00,1.00,3.00,1.50,4.50,6.00,3.00,4.00,2.50,1.00,2.00,4.00,6.00,4.50,5.50,4.00,2.50,4.00,2.00,5.50
1,-7.00,2.00,1.75,2.00,3.50,4.00,2.00,5.25,4.00,6.00,4.00,2.00,6.00,1.00,4.00,3.00,1.00,4.25,5.00,3.00,2.75,6.00,5.00,3.00,1.00,3.00,5.00,5.00
3,-14.00,2.00,3.50,5.50,7.00,4.00,9.00,10.50,7.50,6.00,11.00,12.50,9.50,8.00,7.50,10.00,11.50,13.00,12.00,6.50,1.00,2.50,1.50,3.00,4.50,6.50,5.00,8.50
1,-5.60,2.13,4.20,2.60,2.80,2.40,1.20,1.40,1.00,2.67,1.47,3.53,3.13,2.93,1.93,3.20,3.40,3.60,3.47,3.67,2.00,2.20,2.07,4.13,2.47,4.60,4.40,3.00
6,-7.00,4.00,1.75,4.00,3.50,1.00,4.00,5.25,1.00,5.00,1.00,4.00,5.00,2.00,1.00,6.00,2.00,5.00,3.00,6.00,2.00,5.00,3.00,6.00,2.00,6.00,3.00,3.00
1,-9.33,4.00,2.33,6.33,4.67,8.00,4.00,7.00,1.00,2.67,3.33,1.67,5.00,6.67,5.67,1.33,4.33,7.33,5.33,3.67,2.00,5.00,7.67,6.00,4.33,8.33,5.33,3.00
1,-7.00,2.00,5.25,5.25,3.50,4.00,3.50,1.75,4.25,6.00,3.50,1.75,5.25,1.00,1.75,3.00,5.25,3.50,5.00,5.25,3.50,1.75,5.25,3.50,1.75,2.75,3.50,1.75
1,-7.00,4.00,3.50,2.83,3.50,1.00,4.00,3.50,4.50,5.00,3.33,5.17,1.50,2.00,4.50,6.00,5.50,5.00,3.00,2.50,2.00,1.50,1.83,3.67,5.50,2.50,3.00,4.17
1,-4.67,1.33,2.33,3.67,2.33,2.67,1.33,2.33,1.11,2.44,2.67,3.67,1.67,2.22,3.44,2.00,3.00,2.44,3.33,1.22,2.22,1.67,1.00,2.00,3.00,3.56,3.33,1.00
1,-7.00,5.00,3.50,1.50,3.50,3.00,1.50,3.50,3.00,1.00,3.00,5.00,4.50,6.00,3.00,4.00,2.50,4.50,2.00,4.00,2.50,4.50,2.00,4.00,2.50,4.00,5.50,5.50
1,-4.42,2.32,1.11,3.42,2.21,1.68,1.58,3.32,1.32,1.05,2.42,1.21,2.16,3.37,2.05,2.74,3.00,1.79,2.11,2.37,2.63,1.42,3.21,2.00,2.26,3.11,2.84,1.00
2,-9.33,7.56,2.33,6.78,4.67,5.78,6.00,7.00,5.00,4.00,7.33,8.33,6.33,5.33,6.56,3.56,4.56,5.56,1.78,2.78,3.78,4.78,1.00,2.00,3.00,4.33,3.33,2.56
1,-7.00,1.00,5.25,1.00,3.50,2.00,4.50,1.75,2.00,3.00,2.00,2.75,3.00,4.00,2.00,5.00,4.00,3.00,6.00,5.00,4.00,3.00,4.25,5.00,4.00,5.00,2.50,6.00
1,-5.09,3.09,3.18,2.45,2.55,3.64,3.09,1.91,1.73,2.91,2.36,3.73,1.00,2.18,1.73,1.45,1.55,1.64,2.00,3.36,3.45,3.55,1.36,2.73,4.09,3.36,2.00,2.64
3,-14.00,8.00,10.50,4.50,7.00,2.00,1.00,3.50,5.50,10.00,9.00,11.50,6.50,4.00,5.50,12.00,7.50,3.00,6.00,8.50,11.00,6.50,2.50,5.00,7.50,8.50,13.00,9.50
1,-4.67,1.33,1.17,2.50,2.33,2.67,2.33,3.50,3.17,2.00,3.67,2.83,1.83,2.67,2.17,2.00,1.17,3.00,3.33,2.50,1.67,3.50,1.83,1.00,2.83,1.50,2.33,2.17
1,-7.00,3.00,3.50,3.00,3.50,6.00,3.00,3.50,2.50,2.00,6.00,3.00,2.00,5.00,2.50,1.00,1.50,2.00,4.00,4.50,5.00,5.50,4.00,1.00,5.00,4.50,4.00,4.00
1,-14.00,12.00,3.50,8.50,7.00,10.00,5.00,10.50,6.50,8.00,3.00,8.50,4.50,6.00,6.50,4.00,9.50,1.00,2.00,7.50,13.00,4.50,5.50,11.00,9.50,7.50,9.00,5.50
1,-7.00,3.00,5.25,2.42,3.50,6.00,4.17,1.75,4.25,2.00,2.50,4.75,1.42,5.00,4.25,1.00,3.25,5.50,4.00,2.75,1.50,3.75,2.25,4.50,5.58,2.75,2.83,4.58
1,-9.33,4.00,2.33,1.67,4.67,3.33,4.00,7.00,5.67,2.67,3.33,6.33,5.00,6.67,1.00,6.00,4.33,7.33,5.33,8.33,2.00,5.00,3.00,6.00,4.33,3.67,5.33,7.67
3,-14.00,10.00,7.00,3.00,7.00,6.00,10.00,7.00,13.00,9.00,6.00,3.00,9.00,5.00,6.00,8.00,5.00,2.00,4.00,8.00,12.00,9.00,11.00,8.00,5.00,1.00,4.00,11.00
1,-8.24,4.00,6.18,5.24,4.12,3.06,4.82,2.06,1.00,3.76,2.24,2.76,5.00,4.47,3.47,5.18,2.41,6.24,4.24,4.76,2.00,5.82,5.47,6.00,3.24,7.24,3.41,3.00
1,-7.00,1.00,3.50,4.50,3.50,2.00,4.50,3.50,3.75,3.00,2.00,4.50,4.75,4.00,5.50,5.00,2.25,3.00,6.00,1.50,4.00,4.75,2.50,5.00,2.25,3.25,2.50,2.50
14,-28.00,4.00,21.00,25.00,14.00,8.00,18.00,7.00,1.00,12.00,22.00,11.00,5.00,16.00,15.00,20.00,9.00,26.00,24.00,13.00,2.00,19.00,17.00,6.00,23.00,27.00,10.00,3.00
1,-4.67,2.00,2.33,3.17,2.33,1.67,2.00,2.33,1.67,1.33,1.67,3.17,3.67,3.33,1.67,3.00,3.33,1.33,2.67,3.00,3.33,1.33,1.50,3.00,1.00,3.00,2.67,1.50
1,-9.33,7.33,7.00,5.00,4.67,5.33,7.33,2.33,3.00,5.67,5.33,5.00,3.33,3.67,3.00,4.00,8.33,3.33,2.00,6.33,6.00,1.00,4.33,4.00,6.00,6.33,2.00,4.33
1,-5.19,2.52,3.37,3.81,2.59,4.00,2.00,1.81,2.19,2.37,2.44,1.22,3.67,2.81,1.67,1.19,1.00,2.89,2.67,3.52,2.30,4.19,3.96,2.74,1.52,3.00,3.19,1.37
5,-14.00,6.00,7.00,13.00,7.00,12.00,6.00,7.00,5.00,4.00,12.00,13.00,11.00,10.00,5.00,2.00,3.00,4.00,8.00,9.00,10.00,11.00,1.00,2.00,3.00,9.00,8.00,1.00
1,-7.00,3.00,3.50,3.00,3.50,2.50,3.00,3.50,2.50,2.00,6.00,3.00,2.00,5.00,2.50,4.50,1.50,5.50,4.00,4.50,1.50,5.50,4.00,1.00,5.00,4.50,4.00,4.00
1,-7.00,2.00,5.25,2.00,3.50,4.00,2.00,1.75,4.00,4.25,4.00,2.00,2.50,2.75,4.00,3.00,1.00,6.00,5.00,3.00,1.00,6.00,5.00,3.00,4.50,3.00,5.00,5.00
1,-7.00,4.00,5.25,4.58,3.50,1.00,2.83,1.75,3.92,5.00,2.17,1.08,3.25,2.00,2.75,6.00,4.92,3.83,3.00,4.25,3.17,2.08,5.92,4.83,3.75,3.08,4.17,2.42
1,-7.00,3.00,1.75,4.75,3.50,6.00,3.00,5.25,4.25,2.00,2.50,1.25,3.75,5.00,4.25,1.00,5.00,5.50,4.00,2.75,1.50,2.00,5.75,4.50,3.25,2.75,4.00,2.25
1,-14.00,2.00,10.50,5.50,7.00,4.00,9.00,3.50,7.50,6.00,11.00,5.50,9.50,8.00,7.50,10.00,4.50,13.00,12.00,6.50,1.00,9.50,8.50,3.00,4.50,6.50,5.00,8.50
3,-14.00,10.00,3.50,6.50,7.00,6.00,3.00,10.50,9.50,2.00,13.00,6.50,5.50,12.00,2.50,8.00,1.50,9.00,4.00,11.50,5.00,12.50,7.50,1.00,8.50,4.50,11.00,7.50
2,-7.00,6.00,1.75,4.25,3.50,5.00,2.50,5.25,3.25,4.00,1.50,4.25,2.25,3.00,3.25,2.00,1.25,4.00,1.00,3.75,3.00,5.75,2.75,5.50,4.75,3.75,4.50,2.75
2,-9.33,1.33,2.33,3.67,4.67,2.67,6.00,7.00,5.00,4.00,7.33,8.33,6.33,5.33,6.56,6.67,7.67,5.56,8.00,2.78,3.78,1.67,1.00,2.00,3.00,4.33,3.33,5.67
1,-7.00,6.00,1.75,1.75,3.50,5.00,3.50,5.25,1.75,4.00,3.50,5.25,2.75,3.00,5.25,2.00,1.75,3.50,1.00,1.75,3.50,5.25,1.75,3.50,4.25,5.25,3.50,5.25
1,-5.60,4.00,1.40,2.60,2.80,2.40,1.20,4.20,1.00,3.60,2.40,2.60,2.20,2.00,1.00,3.20,3.40,3.60,1.60,4.60,2.00,2.20,3.00,3.20,3.40,4.60,4.40,3.00
3,-9.33,5.33,2.33,7.67,4.67,1.33,3.78,7.00,3.67,6.67,6.00,3.00,2.78,2.67,8.33,8.00,5.00,2.00,4.00,1.00,7.33,4.33,6.33,3.33,6.56,5.67,5.56,1.67
1,-14.00,6.00,7.00,13.00,7.00,5.00,6.00,7.00,5.00,4.00,12.00,6.00,11.00,10.00,5.00,9.00,3.00,4.00,8.00,9.00,10.00,11.00,8.00,2.00,3.00,9.00,8.00,1.00
1,-7.00,3.00,5.25,3.00,3.50,2.50,3.00,1.75,6.00,2.00,6.00,3.00,2.00,5.00,4.25,4.50,5.00,2.00,4.00,2.75,5.00,2.00,4.00,1.00,5.00,1.00,4.00,4.00
1,-7.26,3.70,4.41,5.00,3.63,3.26,5.26,2.85,4.56,1.78,2.74,4.48,1.00,5.48,3.00,4.00,2.63,5.41,3.56,4.26,1.85,4.63,2.78,4.52,6.26,2.70,2.00,2.26
1,-7.00,1.00,2.10,2.40,3.50,2.00,3.80,4.90,2.00,3.00,3.40,5.20,1.60,4.00,4.80,5.00,1.90,3.00,6.00,2.20,4.00,5.10,1.80,3.60,5.40,5.00,3.20,4.60
1,-9.33,5.33,2.33,3.00,4.67,6.00,5.33,7.00,8.33,2.00,6.00,3.00,4.33,7.33,8.33,3.33,5.00,2.00,4.00,1.00,7.33,4.33,6.33,3.33,5.00,1.00,4.00,6.33
1,-9.33,4.00,2.33,6.33,4.67,3.33,4.00,7.00,1.00,7.33,3.33,6.33,5.00,2.00,1.00,6.00,4.33,7.33,5.33,8.33,2.00,5.00,3.00,6.00,4.33,8.33,5.33,3.00
1,-7.00,5.00,5.25,3.25,3.50,3.00,1.50,1.75,2.42,1.00,4.17,5.58,2.75,6.00,4.75,4.00,4.25,4.50,2.00,2.25,2.50,2.75,1.42,2.83,4.25,4.58,5.50,3.75
1,-7.00,2.00,5.25,2.00,3.50,4.00,2.00,1.75,4.00,2.50,4.00,2.00,6.00,4.50,4.00,3.00,2.75,6.00,5.00,3.00,1.00,4.25,5.00,3.00,1.00,3.00,5.00,5.00
2,-7.00,4.00,3.50,4.00,3.50,1.00,4.00,3.50,4.50,5.00,1.00,4.00,1.50,2.00,4.50,6.00,2.00,5.00,3.00,2.50,2.00,5.00,3.00,6.00,5.50,2.50,3.00,3.00
2,-14.00,8.00,7.00,1.00,7.00,9.00,8.00,7.00,9.00,10.00,2.00,8.00,3.00,4.00,9.00,5.00,11.00,10.00,6.00,5.00,4.00,3.00,6.00,12.00,11.00,5.00,6.00,13.00
1,-4.00,2.67,3.00,1.67,2.00,2.67,2.00,1.00,3.00,2.67,2.00,2.33,3.00,1.33,1.00,1.33,3.00,2.00,1.33,3.00,2.00,1.00,1.67,2.00,1.00,1.00,2.00,2.33
1,-4.67,2.00,2.33,1.22,2.33,2.44,2.00,2.33,1.67,2.89,2.44,1.22,3.67,1.78,1.67,2.22,1.00,1.33,2.67,3.00,3.33,3.67,3.44,2.22,1.00,3.00,2.67,3.44
3,-7.00,4.50,3.50,1.00,3.50,2.00,1.00,3.50,2.00,3.00,2.00,1.00,3.00,4.00,2.00,5.00,4.00,3.00,2.50,5.00,4.00,3.00,6.00,5.00,4.00,5.00,6.00,6.00
1,-7.00,3.00,3.50,3.00,3.50,6.00,3.00,3.50,2.50,2.00,2.50,3.00,5.50,5.00,2.50,1.00,1.50,5.50,4.00,4.50,1.50,5.50,4.00,4.50,1.50,4.50,4.00,4.00
1,-3.00,1.00,2.00,2.00,1.50,2.00,1.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,2.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,2.00,1.00
5,-7.00,3.00,5.25,3.00,3.50,6.00,3.00,1.75,6.00,2.00,6.00,3.00,2.00,5.00,6.00,1.00,5.00,2.00,4.00,1.00,5.00,2.00,4.00,1.00,5.00,1.00,4.00,4.00
1,-4.67,2.67,2.33,2.67,2.33,3.00,2.67,2.33,3.00,3.33,3.00,2.67,1.00,1.33,3.00,1.67,1.33,3.33,2.00,1.67,1.33,3.33,2.00,1.67,3.67,1.67,2.00,2.00
1,-9.33,8.00,2.33,1.00,4.67,6.67,3.33,7.00,2.78,5.33,2.00,5.67,7.67,4.00,4.33,2.67,6.33,3.78,1.33,5.00,5.56,3.00,3.67,7.33,1.67,6.56,6.00,8.33
1,-14.00,2.00,3.50,5.50,7.00,4.00,9.00,10.50,7.50,6.00,11.00,5.50,9.50,8.00,7.50,10.00,4.50,13.00,12.00,6.50,1.00,9.50,8.50,3.00,4.50,6.50,5.00,8.50
1,-9.33,5.33,7.00,3.00,4.67,1.33,3.78,2.33,8.33,6.67,6.00,4.56,4.33,2.67,3.67,8.00,6.56,2.00,4.00,5.67,7.33,2.78,4.78,3.33,5.00,1.00,5.56,6.33
4,-14.00,6.00,10.50,2.50,7.00,12.00,13.00,3.50,8.50,4.00,5.00,9.50,7.50,10.00,1.50,2.00,6.50,11.00,8.00,12.50,3.00,7.50,4.50,9.00,6.50,5.50,1.00,11.50
1,-7.00,3.00,1.75,3.00,3.50,6.00,3.00,5.25,2.50,2.00,2.50,4.75,2.00,5.00,4.25,1.00,3.25,2.00,4.00,2.75,5.00,3.75,2.25,4.50,5.00,4.50,4.00,4.00
1,-4.67,2.00,3.50,2.00,2.33,1.67,2.00,1.17,2.83,1.33,1.67,2.00,3.67,3.33,1.67,3.00,2.17,3.67,2.67,3.00,1.00,2.50,2.67,3.00,1.00,1.83,2.67,2.67
1,-9.33,2.67,2.33,5.00,4.67,5.33,7.33,7.00,7.67,8.00,5.33,5.00,1.00,1.33,3.00,4.00,3.67,3.33,6.67,6.33,6.00,5.67,4.33,4.00,8.33,1.67,2.00,4.33
5,-14.00,8.00,7.00,8.00,7.00,2.00,8.00,7.00,9.00,10.00,2.00,1.00,3.00,4.00,9.00,12.00,11.00,10.00,6.00,5.00,4.00,3.00,13.00,12.00,11.00,5.00,6.00,6.00
1,-5.25,3.25,1.31,1.06,2.63,3.00,2.38,3.94,2.56,1.00,2.13,3.69,2.31,4.25,1.69,2.25,2.06,1.88,2.00,3.56,3.38,3.19,1.56,3.13,2.94,2.69,2.88,4.19
1,-5.60,2.40,4.20,1.00,2.80,2.93,1.47,1.40,1.53,1.60,2.00,3.80,2.07,4.00,2.47,2.67,2.60,2.53,3.20,3.13,3.07,3.00,1.80,3.60,3.53,4.07,4.13,4.60
1,-9.33,4.44,3.89,8.33,4.67,2.67,6.00,5.44,6.56,4.00,7.33,3.67,1.67,5.33,5.00,6.67,3.00,5.56,4.89,4.33,3.78,6.33,5.67,2.00,7.67,2.78,3.33,1.00
20,-28.00,4.00,7.00,11.00,14.00,8.00,18.00,21.00,15.00,12.00,22.00,25.00,19.00,16.00,1.00,20.00,23.00,26.00,24.00,27.00,2.00,5.00,3.00,6.00,9.00,13.00,10.00,17.00
1,-7.00,2.00,3.50,2.00,3.50,4.00,2.00,3.50,4.00,6.00,4.00,5.50,2.50,1.00,4.00,3.00,4.50,6.00,5.00,3.00,1.00,2.50,1.50,3.00,4.50,3.00,5.00,5.00
2,-9.33,4.00,7.00,1.67,4.67,3.33,6.33,2.33,5.67,2.67,3.33,6.33,5.00,6.67,1.00,6.00,4.33,7.33,5.33,8.33,2.00,5.00,3.00,6.00,4.33,3.67,3.00,7.67
2,-14.00,2.00,10.50,12.50,7.00,4.00,9.00,3.50,7.50,6.00,11.00,5.50,2.50,8.00,7.50,10.00,4.50,13.00,12.00,6.50,1.00,9.50,8.50,3.00,11.50,6.50,5.00,1.50
1,-7.00,3.00,5.25,3.00,3.50,6.00,3.00,1.75,6.00,2.00,4.25,3.00,2.00,5.00,6.00,1.00,5.00,2.00,4.00,1.00,5.00,2.00,4.00,2.75,5.00,1.00,4.00,4.00
1,-7.00,5.00,3.50,3.25,3.50,3.00,1.50,3.50,1.25,1.00,3.00,5.00,4.50,6.00,4.75,4.00,4.25,4.50,2.00,2.25,2.50,2.75,2.00,4.00,2.50,5.75,5.50,3.75
2,-7.00,2.00,3.50,5.50,3.50,4.00,2.00,3.50,4.00,2.50,4.00,2.00,6.00,4.50,4.00,3.00,1.00,2.50,5.00,3.00,4.50,6.00,5.00,3.00,1.00,3.00,5.00,1.50
1,-5.60,1.00,2.10,3.10,2.80,2.00,3.80,3.50,4.10,3.00,3.40,4.50,3.70,2.60,4.10,3.60,1.90,3.00,4.60,1.50,2.60,3.70,1.10,2.20,1.90,1.50,1.80,2.50
1,-5.60,3.20,4.20,4.60,2.80,3.60,3.20,1.40,2.20,1.20,3.60,4.60,2.60,4.40,2.20,2.00,3.00,4.00,2.40,3.40,1.60,2.60,1.00,2.00,3.00,3.40,2.40,1.00
1,-7.00,6.00,3.50,2.50,3.50,5.00,2.50,3.50,1.50,4.00,5.00,2.50,5.75,3.00,3.25,2.00,4.75,4.00,1.00,3.75,3.00,2.25,4.50,2.00,1.25,5.50,4.50,4.50
1,-7.00,6.00,3.50,2.50,3.50,5.00,2.50,3.50,1.50,4.00,5.00,2.50,4.00,3.00,1.50,2.00,4.75,4.00,1.00,5.50,3.00,2.25,4.50,2.00,3.00,5.50,4.50,4.50
2,-9.33,1.33,7.00,8.33,4.67,2.67,6.00,2.33,5.00,4.00,7.33,3.67,6.33,5.33,5.00,6.67,3.00,4.00,8.00,4.33,5.33,6.33,5.67,2.00,3.00,4.33,3.33,1.00
