count,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22,a_23,a_24,a_25,a_26,a_27,a_28
1,-4.29,2.00,2.14,2.38,1.67,1.52,1.29,1.90,1.14,3.14,2.10,2.62,2.24,1.05,3.29,3.19,1.00,2.29,3.05,1.38,1.24,2.19,3.00,3.24,1.95,2.33,1.10,2.76,2.90,2.05
1,-3.00,2.00,1.50,1.00,1.00,1.00,2.00,2.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00
1,-6.67,2.00,3.33,4.44,2.78,3.11,3.67,2.22,4.00,2.67,1.78,3.89,4.78,4.22,5.67,4.22,1.00,4.67,2.89,3.44,3.78,4.89,3.00,2.44,5.44,1.22,2.44,3.56,3.22,1.89
1,-15.00,9.00,7.50,5.00,5.00,14.00,9.00,10.00,3.00,12.00,8.00,10.00,6.50,4.00,3.00,4.00,12.00,6.00,13.00,8.00,2.00,7.00,6.00,11.00,9.50,5.50,11.00,1.00,7.00,8.50
1,-5.00,3.00,2.50,3.33,2.50,3.00,3.00,1.67,1.00,4.00,1.00,2.50,3.00,3.00,3.50,3.00,1.50,2.00,1.00,1.83,4.00,4.00,2.00,2.00,4.00,1.00,2.00,2.00,3.17,2.00
1,-5.00,2.00,2.50,2.08,2.08,1.58,2.00,2.92,4.00,1.00,2.33,2.92,1.58,3.67,1.50,3.67,3.50,3.00,1.92,2.33,3.08,2.67,3.00,1.33,3.08,1.92,1.33,3.42,2.67,3.42
1,-5.00,1.00,2.50,1.67,1.67,1.83,2.67,3.33,2.00,3.00,2.00,3.33,1.83,2.67,2.00,1.00,3.00,4.00,3.67,2.83,1.33,3.00,2.33,2.33,3.83,1.17,4.00,3.17,2.17,3.17
2,-10.00,6.00,5.00,3.33,5.00,6.00,6.00,6.67,2.00,8.00,2.00,5.00,1.00,6.00,7.00,2.67,3.00,4.00,2.00,7.00,8.00,8.00,4.00,4.00,3.00,7.00,7.33,4.00,3.00,9.00
1,-4.29,2.57,2.14,2.86,2.86,3.29,2.57,1.43,3.00,1.29,2.64,1.43,1.14,1.86,3.00,2.93,1.29,1.71,2.29,1.57,2.00,1.64,1.71,2.43,3.07,1.21,1.36,1.00,2.71,3.14
1,-7.50,1.50,3.75,2.50,6.25,4.00,5.25,5.00,3.00,4.50,5.50,1.25,4.00,6.50,3.00,2.75,4.50,6.00,4.25,5.50,3.25,2.00,2.25,1.00,3.25,4.25,4.75,3.50,2.00,3.50
1,-10.00,8.00,5.00,3.33,5.00,8.00,3.00,6.67,6.00,4.00,6.00,5.00,3.00,8.00,1.00,3.00,9.00,2.00,6.00,4.33,4.00,4.00,7.00,2.00,9.00,1.00,7.00,2.00,5.67,7.00
1,-6.35,3.81,3.17,2.12,5.29,5.35,4.67,4.23,3.00,3.35,3.38,1.06,3.33,4.00,4.44,4.87,1.90,2.54,4.35,3.67,2.00,2.96,1.67,2.35,4.02,2.33,1.48,1.00,2.67,3.02
1,-15.00,9.00,7.50,10.00,10.00,4.00,9.00,5.00,3.00,12.00,13.00,5.00,4.00,14.00,10.50,6.50,4.50,6.00,8.00,5.50,7.00,2.00,6.00,1.00,7.00,8.00,8.50,11.00,9.50,11.00
1,-7.50,4.50,3.75,2.50,2.50,5.75,4.50,5.00,5.25,2.25,4.00,5.00,2.00,2.00,1.50,3.25,6.00,3.00,4.00,4.00,3.50,3.50,3.00,5.50,1.00,6.50,4.25,1.75,3.50,5.50
1,-6.43,3.86,3.21,2.86,1.79,2.43,1.71,3.57,3.43,3.00,2.00,4.64,4.57,1.00,4.50,4.21,1.93,2.57,2.71,2.00,3.71,4.43,4.71,5.43,3.71,2.71,2.21,4.00,4.43,1.86
3,-15.00,3.00,7.50,10.00,2.50,13.00,10.50,5.00,6.00,9.00,1.00,12.50,5.50,8.00,6.00,8.00,9.00,12.00,11.00,8.50,4.00,14.00,4.50,7.00,11.50,3.50,7.00,2.00,6.50,9.50
10,-15.00,6.00,7.50,5.00,5.00,11.00,6.00,10.00,12.00,3.00,2.00,10.00,11.00,1.00,12.00,1.00,3.00,9.00,7.00,2.00,8.00,13.00,9.00,14.00,8.00,7.00,14.00,4.00,13.00,4.00
2,-7.50,3.00,3.75,2.50,6.25,5.50,3.00,5.00,6.00,1.50,1.00,1.25,5.50,4.25,2.25,4.25,5.25,4.50,3.50,4.75,4.00,6.50,4.50,3.25,4.00,3.50,3.25,2.00,2.75,2.00
1,-6.00,1.60,3.00,4.00,1.00,1.60,4.60,2.00,3.20,2.80,3.20,5.00,2.60,3.60,2.20,2.60,3.80,4.40,1.20,2.20,4.80,2.80,1.40,2.40,3.80,2.20,3.40,4.40,3.80,3.40
1,-7.50,4.88,3.75,5.00,5.00,6.13,3.00,2.50,4.13,3.38,3.50,2.50,2.38,5.50,4.13,3.63,3.38,2.63,4.75,1.63,2.75,4.00,4.50,2.00,6.50,1.00,3.88,1.38,5.88,5.13
1,-3.00,2.00,1.50,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,2.00
2,-15.00,12.00,7.50,5.00,5.00,2.00,12.00,10.00,9.00,6.00,14.00,10.00,9.50,7.00,9.00,7.00,6.00,3.00,4.00,6.50,11.00,1.00,3.00,8.00,11.00,4.00,8.00,13.00,8.50,5.50
1,-6.00,1.20,3.00,2.00,5.00,1.20,2.20,4.00,2.40,3.60,2.40,1.00,1.20,1.20,2.40,1.20,3.60,4.80,2.40,2.40,3.60,3.60,3.80,4.80,3.60,2.40,4.80,4.80,3.60,4.80
1,-6.00,3.60,3.00,2.00,5.00,4.10,3.60,4.00,1.20,4.80,3.20,1.00,4.10,3.10,1.20,3.10,4.80,2.40,2.20,1.70,3.80,2.80,2.40,2.90,3.80,2.20,2.90,1.90,4.30,1.90
1,-4.41,1.59,2.21,2.94,2.94,1.88,1.59,1.47,3.18,1.24,2.59,1.47,1.00,3.06,1.41,3.06,3.00,2.82,2.00,2.59,2.41,1.82,2.82,1.35,3.29,1.12,1.35,2.53,1.82,3.41
1,-6.00,3.20,3.00,4.00,1.00,2.20,4.20,2.00,2.40,3.60,4.40,5.00,3.20,3.20,4.40,3.20,1.60,2.80,4.40,3.40,1.60,1.60,1.80,2.80,4.60,1.40,2.80,3.80,2.60,2.80
1,-6.00,4.50,3.00,2.00,5.00,2.00,3.00,4.00,3.00,3.00,2.00,1.00,3.50,4.00,3.00,1.00,3.00,1.50,4.00,2.00,2.00,4.00,3.00,2.00,2.00,4.00,5.00,4.00,4.00,2.50
1,-10.00,8.00,5.00,6.67,1.67,4.67,3.00,3.33,6.00,4.00,2.67,8.33,3.00,1.33,1.00,6.33,9.00,2.00,6.00,7.67,4.00,7.33,7.00,8.67,5.67,4.33,3.67,5.33,2.33,7.00
1,-6.00,3.60,3.00,4.00,1.00,4.00,3.00,2.00,1.20,4.80,4.00,5.00,2.20,2.00,3.00,5.00,3.00,2.40,2.00,1.00,4.00,2.00,3.00,4.00,1.00,5.00,1.00,2.00,5.00,3.80
1,-5.00,3.00,2.50,1.67,1.67,3.00,3.00,3.33,1.00,4.00,1.00,3.33,3.00,3.00,1.00,3.00,4.00,2.00,2.67,1.00,2.33,4.00,2.00,2.00,2.33,2.67,2.00,2.00,4.00,2.00
1,-7.50,3.50,3.75,4.17,4.17,2.67,1.00,3.33,2.00,5.50,6.17,3.33,5.17,4.33,4.50,4.33,3.00,4.00,5.33,2.42,2.17,1.33,6.50,3.17,2.17,5.33,3.17,4.83,5.08,2.33
1,-7.50,6.00,3.75,5.00,3.13,3.50,2.25,2.50,4.50,3.00,2.00,4.38,5.38,1.00,4.50,4.75,3.00,1.50,3.25,5.75,4.25,5.50,5.25,6.50,4.25,3.25,2.75,4.00,1.75,2.13
1,-5.00,3.00,2.50,1.67,1.67,1.33,2.17,3.33,1.00,4.00,1.83,3.33,3.83,3.00,1.83,2.17,3.17,2.00,2.67,1.83,2.33,3.17,2.83,2.00,3.17,1.83,2.83,3.67,3.17,1.17
4,-15.00,9.00,7.50,5.00,5.00,14.00,9.00,10.00,3.00,12.00,8.00,10.00,6.50,4.00,3.00,4.00,12.00,6.00,13.00,8.00,2.00,7.00,6.00,11.00,2.00,13.00,11.00,1.00,7.00,8.50
1,-5.00,1.00,2.50,3.33,3.33,1.00,2.67,1.67,2.00,3.00,2.00,1.67,2.67,1.00,3.67,2.67,1.33,4.00,2.00,3.67,3.00,3.00,2.33,4.00,3.00,2.00,2.33,4.00,1.33,2.33
1,-5.00,2.00,2.50,3.33,3.33,2.00,2.00,1.67,4.00,1.00,4.00,1.67,2.00,2.00,4.00,2.00,1.00,3.00,4.00,2.33,1.00,1.00,3.00,3.00,1.00,4.00,3.00,3.00,2.67,3.00
1,-6.00,2.40,3.00,4.00,1.00,2.40,2.40,2.00,4.80,1.20,3.80,5.00,2.40,2.40,2.80,2.40,3.20,3.60,1.80,1.80,4.20,2.20,3.60,3.60,1.20,4.80,3.60,3.60,4.20,3.60
1,-4.29,2.79,2.14,1.43,1.43,1.00,2.79,2.86,1.29,3.00,1.64,2.86,1.00,1.36,1.29,1.36,3.00,1.50,2.00,1.64,2.29,2.64,1.50,2.93,2.29,2.00,2.93,3.29,2.64,3.29
3,-15.00,12.00,7.50,10.00,10.00,7.00,12.00,5.00,9.00,6.00,4.00,5.00,7.00,2.00,9.00,2.00,6.00,3.00,14.00,4.00,1.00,11.00,3.00,13.00,8.50,6.50,13.00,8.00,11.00,8.00
1,-5.00,4.00,2.50,3.33,3.33,2.33,4.00,1.67,3.00,2.00,1.33,1.67,2.33,3.17,3.00,3.17,2.00,1.00,2.17,3.83,2.83,3.67,1.00,1.83,2.83,2.17,1.83,2.67,1.17,2.67
1,-10.00,4.00,5.00,5.00,5.00,4.00,9.00,5.00,8.00,2.00,8.00,5.00,6.50,4.00,3.00,4.00,7.00,6.00,3.00,3.00,7.00,2.00,1.00,6.00,7.00,3.00,6.00,6.00,7.00,3.50
1,-15.00,6.00,7.50,5.00,5.00,11.00,6.00,10.00,12.00,3.00,2.00,10.00,11.00,8.50,12.00,1.00,3.00,9.00,7.00,9.50,8.00,13.00,9.00,6.50,8.00,7.00,14.00,4.00,5.50,4.00
1,-6.00,2.00,3.00,4.00,1.00,2.00,1.00,2.00,2.00,4.00,2.00,5.00,1.00,2.00,3.00,1.00,3.00,4.00,2.00,3.00,4.00,4.00,5.00,4.00,3.00,3.00,5.00,4.00,3.00,5.00
1,-7.50,1.50,3.75,5.00,5.00,6.50,5.25,2.50,3.00,4.50,4.25,2.50,2.75,4.00,3.00,4.00,4.50,6.00,5.50,4.25,2.00,3.25,2.25,3.50,5.75,1.75,3.50,1.00,3.25,4.75
1,-3.00,1.00,1.50,2.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,2.00,1.00,1.00,2.00,1.00,1.00,2.00,2.00,1.00
1,-10.00,2.00,5.00,5.00,5.00,2.00,7.00,5.00,4.00,6.00,4.00,5.00,7.00,2.00,4.00,7.00,6.00,8.00,4.00,9.00,6.00,6.00,3.00,8.00,6.00,4.00,3.00,8.00,1.00,3.00
1,-5.71,1.14,2.86,2.86,2.14,4.00,1.86,2.86,2.29,3.43,3.71,3.57,1.86,4.00,3.00,4.71,2.71,4.57,3.71,3.00,2.00,2.00,3.86,1.71,2.71,3.00,1.00,1.71,2.71,3.86
1,-5.00,4.00,2.50,1.67,1.67,1.78,3.44,3.33,3.00,2.00,1.89,3.33,3.44,2.89,3.00,3.44,2.00,1.00,1.89,2.44,3.11,3.11,1.56,2.11,1.44,3.56,1.56,3.22,2.56,1.56
1,-6.00,1.20,3.00,2.00,2.60,2.00,3.00,4.00,2.40,3.60,2.00,3.40,3.80,4.00,3.00,1.00,3.00,4.80,4.00,5.00,2.00,4.00,3.00,2.00,5.00,1.00,5.00,4.00,1.00,2.20
1,-6.00,2.88,3.00,2.00,5.00,3.68,3.48,4.00,2.16,3.84,2.96,1.00,4.28,4.48,3.96,2.68,2.04,3.12,3.76,1.16,2.24,3.04,2.52,1.52,4.04,1.96,3.32,2.32,4.84,1.72
1,-10.00,2.00,5.00,6.67,5.00,2.00,7.00,3.33,4.00,6.00,4.00,5.00,7.00,2.00,5.67,7.00,4.33,8.00,4.00,9.00,6.00,6.00,3.00,8.00,1.00,9.00,3.00,8.00,1.00,3.00
1,-7.50,1.50,3.75,4.38,2.50,4.00,3.38,3.13,3.00,4.50,5.50,5.00,4.00,2.75,3.00,6.50,4.50,6.00,2.38,5.50,5.13,2.00,4.13,4.75,1.38,6.13,1.00,3.50,2.00,3.50
1,-10.00,2.00,5.00,3.33,3.33,5.33,7.00,6.67,4.00,6.00,7.33,6.67,5.33,3.67,9.00,3.67,1.00,8.00,5.67,7.33,4.33,2.67,3.00,6.33,4.33,5.67,6.33,4.67,2.67,4.67
1,-7.50,3.00,3.75,5.00,1.25,4.25,3.00,2.50,2.25,5.25,3.50,6.25,4.25,5.50,2.25,1.75,5.25,4.50,4.75,3.50,2.75,4.00,4.50,2.00,6.50,1.00,5.75,3.25,4.00,3.25
1,-4.00,2.00,2.00,2.00,1.00,2.00,3.00,2.00,2.00,2.00,2.00,3.00,1.00,2.00,1.00,1.00,3.00,2.00,2.00,3.00,2.00,2.00,1.00,2.00,1.00,3.00,3.00,2.00,1.00,3.00
1,-7.50,4.50,3.75,2.50,6.25,3.25,4.50,5.00,1.50,6.00,4.00,1.25,3.25,2.00,5.25,3.88,2.25,3.00,6.50,2.13,1.00,3.50,3.00,5.50,4.75,2.75,3.63,4.25,5.38,4.25
1,-5.00,1.00,2.50,1.67,2.50,1.00,3.50,3.33,2.00,3.00,2.00,2.50,2.67,1.00,3.67,3.50,1.33,4.00,2.00,2.00,3.00,3.00,1.50,4.00,3.00,2.00,1.50,4.00,3.00,2.33
2,-15.00,6.00,7.50,5.00,12.50,11.00,6.00,10.00,12.00,3.00,2.00,2.50,3.50,1.00,4.50,8.50,10.50,9.00,7.00,9.50,8.00,13.00,9.00,14.00,8.00,7.00,6.50,4.00,5.50,11.50
1,-3.00,1.00,1.50,1.00,1.00,2.00,2.00,2.00,1.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,2.00,2.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00
1,-10.00,2.00,5.00,6.67,6.67,8.67,7.00,3.33,4.00,6.00,5.67,3.33,3.67,5.33,9.00,5.33,1.00,8.00,7.33,5.67,2.67,4.33,3.00,4.67,7.67,2.33,4.67,1.33,4.33,6.33
1,-6.00,2.40,3.00,2.00,5.00,2.90,2.40,4.00,4.80,1.20,3.80,1.00,2.90,3.40,4.80,3.40,1.20,3.60,4.30,3.80,1.70,2.20,3.60,2.60,1.70,4.30,2.60,3.10,2.20,3.10
2,-6.00,4.80,3.00,4.00,1.00,4.00,3.00,2.00,3.60,2.40,4.00,5.00,2.20,2.00,3.00,5.00,3.00,1.20,2.00,1.00,4.00,2.00,3.00,4.00,1.00,5.00,1.00,2.00,5.00,3.80
1,-10.00,6.00,5.00,5.00,5.00,6.00,6.00,5.00,7.00,3.00,7.00,5.00,1.00,6.00,7.00,6.00,3.00,4.00,2.00,2.00,8.00,3.00,4.00,4.00,3.00,7.00,4.00,4.00,8.00,9.00
3,-15.00,3.00,7.50,5.00,5.00,8.00,3.00,10.00,6.00,9.00,11.00,10.00,8.00,13.00,6.00,13.00,9.00,12.00,8.50,11.00,6.50,4.00,12.00,2.00,14.00,1.00,2.00,7.00,4.00,7.00
1,-7.89,6.00,3.95,2.63,5.00,3.89,2.05,5.26,4.11,3.79,2.00,2.89,4.68,3.37,4.89,1.00,3.00,1.89,3.05,2.79,4.84,5.89,5.84,4.53,4.05,3.84,6.89,4.00,5.11,3.21
1,-10.00,4.00,5.00,6.67,5.00,4.00,6.50,3.33,3.00,7.00,8.00,5.00,4.00,4.00,3.00,9.00,7.00,6.00,5.50,3.00,4.50,2.00,3.50,6.00,7.00,3.00,1.00,6.00,7.00,6.00
1,-3.00,1.00,1.50,1.00,2.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,1.00,2.00,2.00,2.00,1.00
1,-7.50,5.25,3.75,5.00,1.25,2.75,5.25,2.50,3.00,4.50,4.25,6.25,6.50,4.00,3.00,4.00,4.50,2.25,5.50,4.25,2.00,3.25,2.25,3.50,5.75,1.75,3.50,4.75,3.25,1.00
1,-5.83,2.33,2.92,2.50,3.33,4.00,2.33,3.33,4.67,1.17,3.83,2.50,2.33,2.33,3.00,4.83,2.83,3.50,2.17,2.17,3.67,2.00,3.50,3.50,1.17,4.67,1.00,1.83,3.67,3.50
1,-6.00,1.50,3.00,4.00,4.00,4.00,3.00,2.00,3.00,3.00,4.00,2.00,1.00,2.00,3.00,3.50,3.00,4.50,2.00,1.00,4.00,2.00,3.00,4.00,1.00,5.00,2.50,2.00,5.00,5.00
1,-6.00,2.80,3.00,4.00,1.00,3.80,3.80,2.00,1.60,4.40,1.60,5.00,3.80,2.80,1.60,2.80,4.40,3.20,1.60,2.60,4.40,4.40,2.20,3.20,4.40,1.60,3.20,2.20,3.40,2.20
1,-6.00,4.80,3.00,4.00,1.00,2.80,4.80,2.00,3.60,2.40,1.60,5.00,2.80,3.80,3.60,3.80,2.40,1.20,2.60,4.60,3.40,4.40,1.20,2.20,3.40,2.60,2.20,3.20,1.40,3.20
1,-4.62,3.23,2.31,1.54,2.69,2.46,2.08,3.08,3.00,1.62,1.08,1.92,3.62,1.69,3.00,2.85,1.62,1.38,2.62,2.23,2.00,3.54,2.54,2.92,3.15,1.46,1.77,2.15,2.38,1.00
1,-5.00,2.75,2.50,2.50,1.25,4.00,4.00,2.50,3.00,2.00,3.00,3.75,1.50,2.75,1.75,1.50,3.25,2.25,3.00,3.00,2.00,2.00,1.00,2.25,3.25,1.75,3.50,1.00,2.00,3.50
1,-4.00,2.00,2.00,2.00,3.00,2.00,3.00,2.00,2.00,2.00,2.00,1.00,3.00,2.00,3.00,1.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00,2.00,1.00,3.00,3.00,2.00,3.00,1.00
1,-7.50,3.00,3.75,5.00,1.25,4.25,3.00,2.50,6.00,1.50,3.50,6.25,4.25,5.50,2.25,3.63,5.25,4.50,1.00,5.38,6.50,4.00,4.50,2.00,2.75,4.75,3.88,3.25,2.13,3.25
1,-5.00,4.00,2.50,2.50,2.50,4.00,4.00,2.50,3.00,2.00,3.00,2.50,1.50,1.50,3.00,4.00,2.00,1.00,3.00,3.00,2.00,2.00,1.00,3.50,2.00,3.00,1.00,1.00,2.00,3.50
1,-6.00,4.40,3.00,2.00,5.00,4.40,3.40,4.00,2.80,3.20,2.80,1.00,3.40,4.40,3.80,3.40,2.20,1.60,2.80,3.80,3.20,3.20,2.60,1.60,4.20,1.80,2.60,1.60,2.20,2.60
1,-6.00,2.00,3.00,3.33,2.33,1.33,3.00,2.67,4.00,2.00,3.33,3.67,4.33,4.67,5.00,3.67,1.00,4.00,2.67,2.33,3.33,2.67,3.00,1.33,4.33,1.67,2.33,4.67,3.67,1.67
1,-6.25,4.25,3.12,4.17,4.17,4.67,1.75,2.08,3.50,2.75,3.92,2.08,2.17,3.83,1.00,2.58,5.25,2.00,3.08,3.92,3.17,2.33,4.50,2.42,4.42,1.83,3.67,1.58,2.33,4.08
1,-10.00,6.00,5.00,6.67,5.00,6.00,1.00,3.33,2.00,8.00,2.00,5.00,6.00,6.00,7.00,4.33,3.00,4.00,2.00,7.00,8.00,8.00,9.00,4.00,3.00,7.00,5.67,4.00,3.00,4.00
1,-5.00,3.00,2.50,1.67,3.33,3.00,3.00,3.33,1.00,4.00,1.00,1.67,3.00,3.00,1.00,3.00,4.00,2.00,1.00,2.67,4.00,4.00,2.00,2.00,4.00,1.00,2.00,2.00,2.33,2.00
1,-5.00,1.50,2.50,2.50,3.75,4.00,4.00,2.50,3.00,2.00,3.00,1.25,4.00,4.00,3.00,2.75,2.00,3.50,3.00,3.00,2.00,2.00,1.00,1.00,2.00,3.00,2.25,1.00,2.00,1.00
1,-5.00,3.00,2.50,1.67,3.33,3.00,3.00,3.33,1.00,4.00,1.00,1.67,3.00,3.00,2.67,3.00,2.33,2.00,1.00,1.00,4.00,4.00,2.00,2.00,4.00,1.00,2.00,2.00,4.00,2.00
1,-5.00,1.00,2.50,3.33,3.33,1.00,1.00,1.67,2.00,3.00,2.00,1.67,1.00,2.67,2.00,2.67,3.00,4.00,2.00,2.00,3.00,3.00,4.00,2.33,3.00,2.00,2.33,4.00,3.00,4.00
2,-15.00,3.00,7.50,5.00,5.00,8.00,3.00,10.00,6.00,9.00,11.00,10.00,8.00,13.00,6.00,13.00,9.00,12.00,1.00,11.00,14.00,4.00,12.00,2.00,6.50,8.50,2.00,7.00,4.00,7.00
1,-7.50,1.50,3.75,5.00,5.00,3.50,5.25,2.50,3.00,4.50,2.00,2.50,2.75,4.00,4.50,1.00,3.00,6.00,4.75,4.25,2.75,5.50,2.25,3.50,5.75,1.75,6.50,4.00,3.25,4.75
1,-6.00,2.40,3.00,2.00,5.00,4.40,3.90,4.00,1.80,4.20,3.80,1.00,4.40,3.40,4.80,3.40,1.20,3.60,2.80,3.80,3.20,2.20,2.10,2.60,3.20,2.80,2.60,1.60,2.20,1.60
1,-6.00,4.80,3.00,4.00,1.00,2.80,1.80,2.00,3.60,2.40,4.60,5.00,2.80,3.80,3.60,3.80,2.40,1.20,2.60,1.60,3.40,1.40,4.20,2.20,1.90,4.10,2.20,3.20,4.40,3.20
1,-7.50,6.00,3.75,5.00,2.50,4.75,2.25,2.50,4.50,3.00,3.25,5.00,1.00,3.50,4.50,3.50,3.00,1.50,2.00,3.25,5.50,4.25,5.25,4.00,1.75,5.75,4.00,2.75,4.25,6.50
2,-6.00,4.80,3.00,2.00,5.00,4.80,4.80,4.00,3.60,2.40,3.60,1.00,4.80,4.80,3.60,4.80,2.40,1.20,3.60,3.60,2.40,2.40,1.20,1.20,2.40,3.60,1.20,1.20,2.40,1.20
1,-6.00,3.00,3.00,2.75,2.00,2.00,3.75,3.25,2.25,3.75,5.00,4.00,2.00,4.00,4.50,2.50,1.50,3.00,4.00,2.00,2.00,1.00,2.25,2.00,4.25,1.75,3.50,4.00,4.00,4.00
2,-15.00,6.00,7.50,5.00,5.00,11.00,6.00,10.00,12.00,3.00,2.00,10.00,11.00,1.00,4.50,8.50,10.50,9.00,7.00,9.50,8.00,13.00,9.00,14.00,8.00,7.00,6.50,4.00,5.50,4.00
2,-10.00,7.00,5.00,5.00,5.00,7.00,7.00,5.00,4.00,6.00,4.00,5.00,2.00,2.00,4.00,2.00,6.00,3.00,4.00,4.00,6.00,6.00,3.00,8.00,1.00,9.00,8.00,3.00,6.00,8.00
1,-6.00,2.70,3.00,4.00,1.00,2.20,1.20,2.00,2.40,3.60,3.40,5.00,2.20,3.20,2.40,1.70,3.60,3.30,1.40,3.40,4.60,2.60,4.80,2.80,1.60,4.40,4.30,3.80,2.60,3.80
1,-6.00,4.80,3.00,4.00,1.00,2.80,1.80,2.00,3.60,2.40,2.93,5.00,1.13,1.47,2.60,3.80,3.40,1.20,2.27,1.93,3.73,3.07,4.20,4.53,3.40,2.60,2.20,3.20,4.07,4.87
1,-5.00,2.33,2.50,1.67,1.67,2.33,2.33,3.33,1.33,3.67,1.33,3.33,4.00,2.33,1.33,2.33,3.67,2.67,3.00,1.33,2.00,3.67,2.67,2.67,3.67,1.33,2.67,2.67,3.67,1.00
1,-10.00,6.00,5.00,4.67,7.67,6.67,1.00,5.33,2.00,8.00,6.67,2.33,5.67,3.33,7.00,6.33,3.00,4.00,3.33,5.67,6.67,3.33,9.00,6.67,5.67,4.33,3.67,3.33,4.33,4.33
1,-5.00,2.00,2.50,1.67,1.67,3.67,2.00,3.33,4.00,1.00,3.17,3.33,3.67,1.58,1.50,1.58,3.50,3.00,2.33,3.17,2.67,1.83,3.00,3.42,2.67,2.33,3.42,1.33,1.83,1.33
22,-30.00,18.00,15.00,20.00,5.00,8.00,3.00,10.00,6.00,24.00,26.00,25.00,23.00,28.00,21.00,13.00,9.00,12.00,16.00,11.00,14.00,4.00,27.00,2.00,29.00,1.00,17.00,22.00,19.00,7.00
10,-30.00,6.00,15.00,20.00,5.00,26.00,21.00,10.00,12.00,18.00,2.00,25.00,11.00,16.00,27.00,1.00,3.00,24.00,22.00,17.00,8.00,28.00,9.00,14.00,23.00,7.00,29.00,4.00,13.00,19.00
1,-10.00,6.00,5.00,5.00,5.00,6.00,6.00,5.00,7.00,3.00,7.00,5.00,1.00,6.00,7.00,6.00,3.00,4.00,2.00,2.00,8.00,3.00,4.00,4.00,8.00,2.00,4.00,4.00,8.00,9.00
1,-5.77,2.77,2.88,3.85,2.12,2.00,2.19,1.92,4.38,1.38,4.77,3.65,2.58,2.38,2.65,2.38,3.12,3.00,4.00,1.88,1.77,1.00,3.58,3.38,1.19,4.58,3.38,3.77,3.88,3.19
1,-5.00,3.00,2.50,3.33,2.50,3.00,3.00,1.67,1.00,4.00,1.00,2.50,2.17,3.00,3.50,3.00,1.50,2.00,1.00,1.83,4.00,4.00,2.00,2.00,1.50,3.50,2.00,2.00,3.17,2.83
1,-10.00,2.00,5.00,6.67,6.67,6.67,7.00,3.33,4.00,6.00,6.67,3.33,4.67,4.33,9.00,3.33,1.00,8.00,3.33,6.67,6.67,3.33,3.00,5.67,6.67,3.33,6.67,3.33,3.33,5.33
1,-6.52,1.83,3.26,4.35,3.70,2.26,5.09,2.17,3.65,2.87,4.09,2.83,5.52,4.00,3.00,3.35,3.52,4.70,4.52,2.13,2.00,2.43,1.43,2.52,3.96,2.57,3.17,4.26,4.39,1.00
1,-5.22,1.83,2.61,1.74,3.70,3.57,3.78,3.48,2.35,2.87,2.78,1.52,4.22,2.70,1.70,3.35,3.52,3.39,3.22,3.43,2.00,2.43,1.43,2.52,1.35,3.87,1.87,1.65,1.78,1.00
2,-10.00,4.00,5.00,5.00,5.00,4.00,4.00,5.00,3.00,7.00,8.00,5.00,4.00,4.00,3.00,9.00,7.00,6.00,8.00,8.00,2.00,2.00,6.00,6.00,7.00,3.00,1.00,6.00,2.00,6.00
7,-15.00,12.00,7.50,5.00,5.00,2.00,12.00,10.00,9.00,6.00,14.00,10.00,2.00,7.00,9.00,7.00,6.00,3.00,4.00,14.00,11.00,1.00,3.00,8.00,11.00,4.00,8.00,13.00,1.00,13.00
1,-6.00,2.00,3.00,4.00,2.00,4.00,5.00,2.00,4.00,2.00,4.00,4.00,4.00,3.00,2.00,2.00,4.00,4.00,2.00,3.00,4.00,2.00,1.00,3.00,4.00,2.00,4.00,2.00,3.00,2.00
1,-5.00,2.33,2.50,3.33,1.67,4.00,4.00,1.67,3.00,2.00,3.00,3.33,2.33,4.00,1.33,1.50,3.67,2.67,3.00,3.00,2.00,2.00,1.00,1.00,2.00,3.00,3.50,1.00,2.00,2.67
1,-10.00,4.00,5.00,6.67,1.67,7.33,9.00,3.33,8.00,2.00,4.67,8.33,5.67,7.33,3.00,5.67,7.00,6.00,4.67,6.33,5.33,5.33,1.00,2.67,3.67,6.33,4.33,2.67,3.67,4.33
